# Model-estimated failure probability based on synthetic demonstration data; not a validated real-world failure probability.
asset_id,asset_type,substation,location,latitude,longitude,age_years,temperature,temperature_trend,vibration,oil_quality,load_percentage,maintenance_days_ago,maintenance_count,previous_failures,weather_severity,humidity,wind_speed,rainfall,historical_incidents,criticality,downstream_customers,critical_facilities,neighbor_count,failure_within_horizon,failure_probability,failure_risk_percent,risk_category
BRK-133,breaker,Vadodara Central Substation,Vadodara Central,22.5278,72.97217,30.5,59.9,rising,3.84,70.8,77.1,218,4,0,24.5,51.1,14.7,82.0,0,High,2078,0,5,0,0.03929144383309049,3.93,LOW
TX-197,transformer,Anand Substation,Anand,22.11476,73.14437,26.5,52.4,stable,3.29,83.5,60.8,239,4,0,50.3,40.5,16.3,122.2,0,Low,929,0,2,1,0.05890902753547728,5.89,LOW
FDR-171,feeder,Bharuch Substation,Bharuch,22.08841,73.47808,7.3,54.2,rising,2.84,80.4,88.4,87,4,0,29.2,18.4,17.3,36.3,0,Low,704,1,1,0,0.0030955343191175623,0.31,LOW
TX-198,transformer,Padra Substation,Padra,22.31851,73.40369,38.2,64.1,stable,4.5,58.2,83.0,284,9,0,28.2,81.5,22.8,87.3,0,Low,282,2,3,1,0.9968225004835218,99.68,CRITICAL
FDR-172,feeder,Godhra Substation,Godhra,22.04744,73.4754,25.8,63.5,rising,4.8,57.1,79.1,256,1,3,55.0,45.6,31.8,25.0,3,Medium,1527,1,3,1,0.9940444482726751,99.4,CRITICAL
RCL-127,recloser,Baroda South Substation,Baroda South,21.98733,73.12229,40.4,64.0,stable,4.1,58.4,51.9,189,8,0,49.8,48.4,9.8,65.2,0,Low,20,0,1,1,0.9384744318332919,93.85,MEDIUM
TX-199,transformer,Anand Substation,Anand,22.29599,73.30943,36.9,65.2,stable,4.94,54.8,79.7,391,1,0,44.6,98.2,19.3,29.1,0,Medium,1170,1,6,1,0.9980194716149591,99.8,CRITICAL
TX-200,transformer,Baroda South Substation,Baroda South,22.51866,73.03473,2.0,62.8,stable,3.88,63.0,56.4,130,2,0,54.2,63.0,11.0,60.0,0,Medium,1003,0,1,0,0.10688152193694786,10.69,MEDIUM
FDR-173,feeder,Halol Substation,Halol,22.48276,73.39298,36.5,65.4,rising,4.28,61.9,60.6,67,4,0,48.4,70.7,19.9,101.8,0,High,2294,2,3,1,0.8111249928756268,81.11,MEDIUM
TX-201,transformer,Baroda North Substation,Baroda North,22.06318,73.25975,26.5,57.4,rising,4.45,61.1,81.4,213,7,0,74.0,48.3,31.3,88.2,0,Low,611,0,4,0,0.01780168536415499,1.78,LOW
TX-202,transformer,Vadodara Central Substation,Vadodara Central,21.94234,73.087,29.6,60.6,rising,3.41,62.8,54.3,182,4,0,15.0,61.4,15.1,7.3,0,Medium,1281,1,1,0,0.02166597822374183,2.17,LOW
RCL-128,recloser,Bharuch Substation,Bharuch,22.31983,73.09869,14.6,51.3,stable,3.3,75.0,81.3,147,1,1,36.5,46.3,21.1,63.5,1,Low,1128,0,4,0,0.0074916896535706925,0.75,LOW
RCL-129,recloser,Karjan Substation,Karjan,22.1034,73.01664,41.1,64.8,falling,4.46,56.5,62.3,160,0,2,47.6,60.1,8.9,0.0,3,Low,783,0,2,1,0.9704623130626223,97.05,MEDIUM
BRK-134,breaker,Anand Substation,Anand,22.51716,73.42703,38.3,60.1,rising,4.11,70.9,76.4,254,6,1,64.5,49.6,23.8,7.6,1,Low,491,0,5,1,0.9933169485037407,99.33,HIGH
TX-203,transformer,Baroda South Substation,Baroda South,22.17168,73.42945,11.8,49.4,stable,3.28,78.5,71.3,216,8,1,50.1,78.5,0.0,58.1,1,Medium,1142,0,5,0,0.0019683777293159985,0.2,LOW
FDR-174,feeder,Padra Substation,Padra,22.10653,73.21129,32.5,61.5,rising,3.92,59.3,49.8,286,4,1,55.3,44.8,23.2,74.9,1,Low,106,0,1,1,0.9855786755682627,98.56,HIGH
TX-204,transformer,Padra Substation,Padra,22.07502,73.34713,36.4,62.4,rising,4.67,60.5,77.2,264,7,0,62.1,38.7,4.2,54.3,1,Low,329,0,3,1,0.9899249989884195,98.99,HIGH
CAP-120,capacitor_bank,Godhra Substation,Godhra,22.40576,73.17684,1.4,50.5,falling,2.87,84.1,67.6,81,4,0,19.3,55.6,12.3,19.9,0,Medium,1450,0,4,0,0.001198342942570407,0.12,LOW
TX-205,transformer,Godhra Substation,Godhra,22.29773,73.37949,38.5,68.4,rising,5.94,48.4,86.6,247,2,0,30.9,32.6,25.5,44.3,0,Medium,1471,2,2,1,0.9944806948033011,99.45,CRITICAL
FDR-175,feeder,Vadodara Central Substation,Vadodara Central,22.12874,73.44589,26.1,59.8,falling,4.11,61.5,75.5,213,3,0,20.0,89.9,28.9,34.6,0,Low,649,1,2,1,0.22706758653053688,22.71,MEDIUM
RCL-130,recloser,Baroda South Substation,Baroda South,22.51547,73.17612,39.1,64.9,rising,4.81,57.5,59.1,292,6,1,34.9,50.2,10.6,59.4,2,Low,409,0,5,1,0.9939070900274134,99.39,CRITICAL
BRK-135,breaker,Nadiad Substation,Nadiad,22.54141,73.31883,35.9,63.9,stable,4.58,62.9,81.4,181,2,1,51.7,52.9,13.8,36.7,1,Low,300,0,6,1,0.9854039598275852,98.54,HIGH
TX-206,transformer,Halol Substation,Halol,22.42407,73.19086,34.2,63.8,stable,4.24,55.6,67.3,243,7,0,47.8,41.6,20.2,21.4,1,Low,536,0,6,1,0.987931966018763,98.79,HIGH
FDR-176,feeder,Godhra Substation,Godhra,22.34871,73.32985,8.1,58.9,stable,3.65,70.5,70.7,197,4,0,37.2,46.3,20.3,23.6,0,Low,20,1,5,0,0.0024721981241532724,0.25,LOW
FDR-177,feeder,Nadiad Substation,Nadiad,22.29344,73.01373,9.9,56.3,falling,3.48,64.4,70.2,195,6,0,13.4,61.5,16.8,66.4,0,Low,20,0,3,0,0.012496971714360086,1.25,LOW
FDR-178,feeder,Vadodara Central Substation,Vadodara Central,22.31991,73.48885,18.7,52.2,stable,3.23,82.6,61.9,157,4,0,44.2,48.5,30.8,56.1,0,High,2182,2,1,0,0.004515285935743102,0.45,LOW
BRK-136,breaker,Baroda South Substation,Baroda South,22.16302,73.28522,15.7,53.5,stable,2.61,83.4,52.7,202,6,0,37.2,65.3,12.8,35.5,0,Low,20,0,2,0,0.003012312091257859,0.3,LOW
BRK-137,breaker,Halol Substation,Halol,22.34085,72.93877,34.5,66.4,falling,4.49,64.1,69.3,202,3,1,57.1,73.5,9.8,40.6,1,Medium,1833,0,4,1,0.9839014348631029,98.39,HIGH
RCL-131,recloser,Anand Substation,Anand,22.1644,73.18243,27.1,65.8,falling,4.57,60.8,73.4,243,4,0,28.0,55.1,26.2,0.0,0,Medium,1458,3,4,1,0.9596879949790216,95.97,MEDIUM
FDR-179,feeder,Vadodara Central Substation,Vadodara Central,22.18319,73.14949,34.4,69.1,stable,4.81,58.9,85.9,317,2,1,49.5,62.3,20.4,20.1,1,Low,438,0,4,1,0.9953481874845534,99.53,CRITICAL
BRK-138,breaker,Vadodara Central Substation,Vadodara Central,22.34167,73.30586,2.7,54.6,stable,2.62,80.4,57.2,118,8,0,21.1,32.1,19.1,23.2,0,Medium,820,1,3,0,0.0007103751143391884,0.07,LOW
FDR-180,feeder,Nadiad Substation,Nadiad,22.11559,73.14697,26.4,64.6,rising,4.63,61.8,77.0,238,2,0,0.0,80.9,7.0,58.6,0,Medium,1618,0,5,0,0.05578248011139821,5.58,LOW
BRK-139,breaker,Baroda North Substation,Baroda North,22.21546,73.38862,12.8,48.1,stable,2.45,85.5,63.5,122,8,0,57.1,44.3,22.1,20.2,0,Low,491,0,1,0,0.0019063219590721014,0.19,LOW
TX-207,transformer,Baroda South Substation,Baroda South,22.55249,73.18394,4.5,51.7,rising,3.18,77.5,69.9,167,5,0,36.6,76.3,13.9,42.5,0,Medium,1200,0,3,0,0.00115537568053462,0.12,LOW
FDR-181,feeder,Bharuch Substation,Bharuch,22.36121,73.18512,16.9,58.8,stable,4.48,62.0,94.5,175,6,0,26.5,58.0,17.0,70.8,0,Medium,1600,1,6,1,0.9517599563912121,95.18,MEDIUM
TX-208,transformer,Bharuch Substation,Bharuch,22.25325,72.97672,15.3,51.3,stable,2.39,82.3,51.4,186,9,1,18.6,75.3,1.0,37.1,1,Low,109,0,6,0,0.007220049725835998,0.72,LOW
TX-209,transformer,Padra Substation,Padra,21.96331,73.31507,11.7,58.3,falling,4.4,60.1,69.7,177,6,0,34.2,50.5,33.6,0.0,0,Medium,556,2,4,0,0.004388412267434797,0.44,LOW
RCL-132,recloser,Karjan Substation,Karjan,21.94332,73.22136,32.9,57.3,stable,3.47,72.2,80.5,155,4,0,49.1,46.9,14.5,82.7,0,Low,237,0,3,0,0.019188700262011266,1.92,LOW
RCL-133,recloser,Bharuch Substation,Bharuch,22.30178,73.27865,5.7,51.1,falling,3.04,73.4,58.2,262,4,0,29.1,54.5,0.0,44.3,0,Medium,1218,0,6,0,0.003931647214819894,0.39,LOW
TX-210,transformer,Vadodara Central Substation,Vadodara Central,22.26949,73.06982,38.3,63.0,rising,4.06,75.8,68.0,58,4,0,24.5,62.5,14.9,74.6,0,Medium,1347,0,1,0,0.024373339123160944,2.44,LOW
TX-211,transformer,Padra Substation,Padra,22.37561,73.00093,36.4,62.8,stable,3.67,72.3,63.8,206,4,0,52.3,54.8,1.7,96.2,0,Medium,1332,1,4,1,0.9836520854997993,98.37,HIGH
FDR-182,feeder,Halol Substation,Halol,22.34899,73.44509,2.5,49.9,stable,2.79,81.1,53.6,1,4,0,4.7,60.2,0.0,23.5,0,Low,172,0,4,0,0.0013194842311511966,0.13,LOW
FDR-183,feeder,Karjan Substation,Karjan,21.98686,73.35179,17.9,64.0,stable,3.85,72.8,68.8,226,6,0,22.5,50.4,8.5,65.2,0,Low,20,0,6,0,0.010561442566252572,1.06,LOW
CAP-121,capacitor_bank,Baroda South Substation,Baroda South,22.30395,73.31706,26.3,67.0,rising,4.53,53.4,74.0,338,2,0,93.6,76.8,15.9,40.1,0,High,2307,1,2,1,0.9916357652050954,99.16,HIGH
RCL-134,recloser,Bharuch Substation,Bharuch,22.00027,73.02226,3.0,48.2,rising,2.72,84.1,70.1,106,4,0,29.2,38.3,23.9,36.6,0,Medium,1805,2,6,0,0.000919258810052975,0.09,LOW
TX-212,transformer,Godhra Substation,Godhra,22.16401,73.48126,8.2,57.6,rising,3.62,73.7,69.9,104,4,0,63.7,43.8,22.9,105.0,0,Low,806,0,1,0,0.004791637772612755,0.48,LOW
TX-213,transformer,Baroda North Substation,Baroda North,22.38066,73.32793,22.5,55.9,stable,3.61,83.0,77.7,109,7,0,82.1,41.1,31.6,82.2,0,High,2113,1,1,0,0.004665586090513926,0.47,LOW
TX-214,transformer,Karjan Substation,Karjan,22.06803,72.95618,27.8,62.5,rising,4.43,64.2,92.7,193,0,1,62.7,60.0,10.1,93.3,1,Low,20,0,6,1,0.9824004095326048,98.24,HIGH
TX-215,transformer,Nadiad Substation,Nadiad,22.37885,72.92541,19.7,55.2,stable,3.4,83.8,52.9,171,4,0,20.0,76.0,9.2,27.8,0,Low,20,0,5,0,0.006392117822681063,0.64,LOW
TX-216,transformer,Padra Substation,Padra,22.55479,73.4355,22.8,55.0,falling,3.71,79.0,59.5,257,5,0,27.5,54.9,18.7,16.2,0,High,1943,3,1,0,0.01469848937070697,1.47,LOW
TX-217,transformer,Anand Substation,Anand,22.59256,73.29377,40.2,63.2,rising,4.7,59.7,86.0,279,4,1,52.3,67.3,30.1,45.3,1,Low,747,0,1,1,0.9979276260458053,99.79,CRITICAL
TX-218,transformer,Vadodara Central Substation,Vadodara Central,22.49014,73.13331,13.5,46.6,stable,2.61,94.4,61.7,135,11,0,22.6,37.5,18.8,32.4,0,Medium,1133,0,6,0,0.0018752116774655924,0.19,LOW
TX-219,transformer,Anand Substation,Anand,22.39452,73.38597,3.3,56.1,stable,3.04,77.1,64.8,145,7,0,49.1,53.7,11.6,36.6,0,Medium,1469,0,4,0,0.001871512507017455,0.19,LOW
FDR-184,feeder,Baroda South Substation,Baroda South,22.09639,73.11061,6.3,48.8,rising,2.29,82.3,65.7,154,6,0,22.2,42.1,0.0,46.5,0,Low,763,0,3,0,0.0019545212284439446,0.2,LOW
TX-220,transformer,Anand Substation,Anand,22.52104,72.97829,27.7,62.4,rising,4.0,67.0,62.0,221,3,0,11.4,37.5,32.0,37.9,0,Low,20,0,1,0,0.1231182941050838,12.31,MEDIUM
TX-221,transformer,Karjan Substation,Karjan,22.01685,73.06449,34.5,62.7,rising,4.58,71.4,81.1,259,4,0,3.8,46.8,25.8,28.0,0,Medium,1172,0,1,0,0.7258563026754269,72.59,MEDIUM
TX-222,transformer,Karjan Substation,Karjan,22.11239,73.0322,22.8,54.8,stable,3.41,79.6,78.3,187,3,0,56.5,74.5,18.3,36.1,0,Medium,1274,0,3,0,0.00807839079141379,0.81,LOW
FDR-185,feeder,Baroda South Substation,Baroda South,22.12724,72.93436,42.5,60.8,rising,4.68,72.7,75.3,201,4,0,52.2,28.0,0.0,1.8,0,Low,1155,1,3,1,0.9515227454569988,95.15,MEDIUM
CAP-122,capacitor_bank,Godhra Substation,Godhra,22.4084,73.12118,29.9,67.8,falling,4.53,68.0,57.6,184,4,1,71.5,59.4,28.4,29.4,1,High,2411,1,6,0,0.022304010292492307,2.23,LOW
TX-223,transformer,Baroda South Substation,Baroda South,21.9145,73.39594,42.5,63.6,rising,4.9,61.7,65.9,357,4,1,54.4,34.3,22.0,0.0,2,Medium,1623,1,4,1,0.9588685354796443,95.89,MEDIUM
FDR-186,feeder,Anand Substation,Anand,22.47745,72.96169,27.4,59.2,rising,3.8,80.3,72.4,102,5,0,45.7,76.5,6.5,25.9,0,Medium,1673,0,1,1,0.2416909023114574,24.17,MEDIUM
FDR-187,feeder,Vadodara Central Substation,Vadodara Central,22.00577,73.15718,7.5,55.4,rising,3.54,84.4,75.1,115,6,0,46.9,85.1,32.9,9.8,0,High,2578,4,5,0,0.0028895295611001113,0.29,LOW
TX-224,transformer,Vadodara Central Substation,Vadodara Central,22.19922,73.33602,16.3,50.3,falling,3.05,83.8,51.4,32,5,1,39.2,68.0,29.7,25.1,1,Medium,1614,0,5,0,0.00234773434487422,0.23,LOW
TX-225,transformer,Baroda South Substation,Baroda South,21.96108,73.11703,31.5,57.8,stable,3.71,67.7,58.8,280,2,0,52.3,27.7,14.2,5.4,0,Medium,1606,0,6,1,0.9661953902982225,96.62,MEDIUM
CAP-123,capacitor_bank,Bharuch Substation,Bharuch,22.30712,73.1861,39.1,67.3,rising,5.15,67.8,88.6,323,4,0,80.9,79.9,37.5,30.3,1,High,1873,1,6,1,0.9952679509125734,99.53,CRITICAL
TX-226,transformer,Baroda South Substation,Baroda South,22.37593,73.42559,36.8,62.0,rising,4.77,57.8,73.4,132,2,2,53.1,50.8,10.3,80.3,3,Medium,1899,0,4,1,0.9893454960778404,98.93,HIGH
CAP-124,capacitor_bank,Karjan Substation,Karjan,22.19696,73.06195,43.8,65.3,falling,4.86,56.1,80.2,262,5,1,73.9,70.1,2.6,10.3,1,High,2259,3,6,1,0.9973938805683028,99.74,CRITICAL
FDR-188,feeder,Bharuch Substation,Bharuch,22.12013,73.13438,27.3,56.5,rising,2.69,75.1,50.5,130,7,0,35.3,56.1,15.0,6.9,1,Low,1170,0,2,0,0.011688399405975802,1.17,LOW
TX-227,transformer,Baroda North Substation,Baroda North,22.32612,73.21397,35.1,56.5,stable,3.4,63.3,47.0,216,4,0,34.2,65.4,15.9,51.3,0,Medium,1817,2,6,0,0.017004885196891254,1.7,LOW
FDR-189,feeder,Baroda South Substation,Baroda South,22.01303,73.06807,40.2,62.4,stable,3.83,63.3,75.1,278,3,0,24.7,73.9,33.8,0.0,0,Low,130,0,3,1,0.9915696857669175,99.16,HIGH
TX-228,transformer,Baroda South Substation,Baroda South,22.33443,73.28632,41.7,68.1,falling,4.32,60.0,62.6,233,2,1,22.7,34.1,16.9,34.3,1,Medium,1434,3,1,1,0.9943455565079696,99.43,CRITICAL
TX-229,transformer,Padra Substation,Padra,22.04884,73.34477,18.6,48.0,stable,2.7,86.2,59.4,142,7,0,24.6,51.2,0.0,92.9,0,Low,119,0,4,0,0.004817238179869423,0.48,LOW
FDR-190,feeder,Padra Substation,Padra,22.26734,73.30179,2.4,48.9,stable,2.44,89.3,72.7,89,9,1,49.7,50.2,10.7,30.4,1,Low,289,0,4,0,0.0011327777036113321,0.11,LOW
CAP-125,capacitor_bank,Baroda North Substation,Baroda North,22.55367,73.19967,35.5,63.0,stable,4.28,71.5,83.5,151,5,0,32.9,47.6,15.4,6.5,0,High,1640,2,4,1,0.9714043842916111,97.14,MEDIUM
BRK-140,breaker,Vadodara Central Substation,Vadodara Central,22.38952,73.28935,29.1,57.0,rising,3.59,80.0,67.9,132,3,0,31.6,63.2,32.1,72.3,0,Low,306,0,1,0,0.009420227844308054,0.94,LOW
FDR-191,feeder,Bharuch Substation,Bharuch,22.30686,72.91958,13.5,57.6,stable,3.55,82.1,55.7,101,5,0,44.8,57.3,19.0,54.9,0,Medium,1232,0,5,0,0.008359958715175362,0.84,LOW
FDR-192,feeder,Godhra Substation,Godhra,21.92287,72.91575,42.8,70.1,stable,5.27,54.4,53.3,307,0,2,75.1,43.2,17.6,23.7,2,High,1948,2,4,1,0.9907100909006437,99.07,HIGH
CAP-126,capacitor_bank,Padra Substation,Padra,22.30385,73.13521,44.7,68.3,falling,5.72,56.3,84.2,352,2,1,40.9,64.2,17.1,74.8,1,Low,160,0,6,1,0.9976765375605112,99.77,CRITICAL
RCL-135,recloser,Padra Substation,Padra,22.36148,73.06498,7.7,56.8,stable,3.36,80.1,83.1,154,7,0,36.7,63.5,31.4,44.1,0,Medium,1526,1,3,0,0.0060301108049954635,0.6,LOW
FDR-193,feeder,Karjan Substation,Karjan,21.98204,73.10569,38.2,64.2,rising,4.32,67.6,88.6,266,3,0,32.0,71.4,8.9,20.2,0,High,2263,1,1,1,0.9936374134108966,99.36,HIGH
RCL-136,recloser,Karjan Substation,Karjan,22.46631,73.16164,9.5,49.2,rising,3.13,75.2,58.8,144,5,0,55.8,50.0,0.0,35.6,0,Low,798,0,6,0,0.001184211092954131,0.12,LOW
RCL-137,recloser,Nadiad Substation,Nadiad,22.07714,73.14588,34.7,57.6,stable,4.29,69.6,83.4,170,4,0,4.3,42.6,11.4,9.1,0,Low,261,0,5,0,0.03128410914469481,3.13,LOW
CAP-127,capacitor_bank,Padra Substation,Padra,22.40139,73.46776,35.8,61.7,rising,4.45,58.4,66.3,169,4,0,45.3,28.9,21.8,76.2,0,Medium,1032,0,3,0,0.7464816975184343,74.65,MEDIUM
BRK-141,breaker,Karjan Substation,Karjan,21.92738,73.28687,36.3,66.7,falling,4.65,55.0,70.1,259,2,0,61.9,36.7,2.5,116.9,0,High,2141,0,5,1,0.9841863620581768,98.42,HIGH
TX-230,transformer,Vadodara Central Substation,Vadodara Central,21.96161,73.33446,25.5,58.2,stable,3.71,75.3,56.0,252,5,0,39.2,52.3,16.4,44.8,1,Low,414,0,2,0,0.028841835472913916,2.88,LOW
CAP-128,capacitor_bank,Padra Substation,Padra,22.43634,73.32683,8.5,47.7,stable,3.08,91.6,80.7,214,7,0,33.0,68.2,26.5,0.0,0,Low,157,0,3,0,0.0012930376927625332,0.13,LOW
CAP-129,capacitor_bank,Godhra Substation,Godhra,22.1699,73.17146,43.8,65.2,rising,5.08,48.1,81.6,367,4,1,71.0,71.0,4.9,25.4,2,Medium,1656,1,3,1,0.9955545647365047,99.56,CRITICAL
TX-231,transformer,Vadodara Central Substation,Vadodara Central,22.20894,73.12187,39.3,63.2,rising,4.33,72.1,86.3,141,4,0,46.7,43.7,20.3,53.1,0,Low,334,0,1,1,0.9862193212823076,98.62,HIGH
FDR-194,feeder,Vadodara Central Substation,Vadodara Central,22.08779,73.02342,27.7,58.5,rising,3.66,65.9,78.2,199,6,0,24.7,43.2,16.4,80.2,0,Low,34,0,6,0,0.015535060245555104,1.55,LOW
TX-232,transformer,Nadiad Substation,Nadiad,22.30821,73.19298,33.5,63.2,stable,3.97,65.9,79.7,279,0,0,55.8,52.2,18.9,111.3,0,Medium,1184,2,4,1,0.9862941825244317,98.63,HIGH
TX-233,transformer,Anand Substation,Anand,22.38005,73.33693,8.4,52.4,rising,3.2,81.2,60.7,255,6,0,38.4,53.4,19.2,6.9,0,Medium,5377,4,5,0,0.005207790786958685,0.52,LOW
RCL-138,recloser,Godhra Substation,Godhra,22.56169,73.06575,33.6,67.0,rising,4.71,66.0,72.7,180,8,0,34.0,68.2,11.5,81.4,0,Medium,1189,1,4,1,0.9678766432470953,96.79,MEDIUM
FDR-195,feeder,Bharuch Substation,Bharuch,22.36218,72.90039,5.8,50.4,falling,3.38,75.6,77.6,229,4,0,34.7,66.5,21.3,16.5,0,Low,470,0,3,0,0.0026483516783467574,0.26,LOW
FDR-196,feeder,Nadiad Substation,Nadiad,22.07501,73.14979,20.0,67.3,rising,4.8,65.4,100.9,253,2,1,56.4,81.4,4.0,22.3,1,High,2076,2,2,1,0.9906867407903003,99.07,HIGH
TX-234,transformer,Nadiad Substation,Nadiad,22.30623,73.12387,39.5,63.2,rising,4.62,66.3,63.6,242,2,0,47.2,52.0,19.3,0.0,0,Medium,981,0,2,1,0.9938132302905868,99.38,HIGH
CAP-130,capacitor_bank,Nadiad Substation,Nadiad,22.00091,73.34425,21.4,56.4,stable,3.1,86.8,69.3,135,7,0,55.7,33.9,11.9,51.7,0,Medium,1165,0,5,0,0.004778194087343099,0.48,LOW
TX-235,transformer,Baroda South Substation,Baroda South,22.33201,73.15941,6.0,47.1,stable,2.63,84.2,68.3,152,6,0,18.8,66.0,25.1,104.5,0,Medium,1229,1,6,0,0.0011360951411406406,0.11,LOW
TX-236,transformer,Godhra Substation,Godhra,22.53568,73.11284,13.8,53.4,falling,2.55,86.1,47.2,144,7,0,51.0,71.3,19.9,35.2,0,Medium,1279,2,1,0,0.0016356654399856223,0.16,LOW
CAP-131,capacitor_bank,Halol Substation,Halol,22.32409,73.00822,23.1,55.6,stable,3.58,72.4,65.1,187,4,0,22.2,57.8,10.1,42.4,0,High,1903,1,4,0,0.055660641888601634,5.57,LOW
FDR-197,feeder,Padra Substation,Padra,22.54566,72.93716,26.7,59.4,rising,3.66,77.6,87.5,191,1,0,40.1,58.0,35.1,94.1,0,High,1890,2,4,1,0.9868849302762255,98.69,HIGH
TX-237,transformer,Baroda North Substation,Baroda North,22.46701,73.43597,8.7,49.3,stable,3.14,77.4,76.8,206,2,0,39.9,54.2,7.3,0.0,0,Low,289,0,1,0,0.0015307551140539785,0.15,LOW
FDR-198,feeder,Padra Substation,Padra,22.05681,73.46437,9.4,52.1,falling,3.28,84.5,55.5,156,5,0,18.7,68.7,8.8,69.5,0,Medium,1602,2,1,0,0.0014849345448724465,0.15,LOW
TX-238,transformer,Bharuch Substation,Bharuch,22.53862,72.9374,42.0,59.6,stable,3.96,69.5,87.8,226,6,0,33.5,48.9,24.6,9.8,0,Medium,1813,0,6,1,0.9910436697177251,99.1,HIGH
CAP-132,capacitor_bank,Karjan Substation,Karjan,22.23752,73.13227,42.7,67.6,rising,5.6,52.0,91.4,280,2,3,82.2,60.0,18.5,49.4,3,High,1567,1,5,1,0.997910709956342,99.79,CRITICAL
TX-239,transformer,Vadodara Central Substation,Vadodara Central,21.9306,73.1098,40.8,66.3,rising,4.91,48.6,83.8,228,1,2,62.0,50.5,17.3,62.7,2,Low,20,1,3,1,0.9938304916344087,99.38,CRITICAL
TX-240,transformer,Nadiad Substation,Nadiad,22.39385,73.27312,4.4,51.9,rising,2.52,94.9,56.3,8,4,0,42.4,26.3,11.6,42.7,0,Medium,2039,1,4,0,0.0009398107351094785,0.09,LOW
TX-241,transformer,Baroda South Substation,Baroda South,22.16926,72.92665,6.4,61.0,stable,3.97,74.9,78.7,201,5,0,39.9,52.5,31.2,11.8,1,High,3061,2,4,0,0.010687396857625441,1.07,LOW
TX-242,transformer,Vadodara Central Substation,Vadodara Central,22.10119,73.49453,42.2,73.5,stable,5.09,55.8,66.4,366,3,2,50.4,33.3,4.1,56.4,2,High,1412,0,6,1,0.9946975141379623,99.47,CRITICAL
FDR-199,feeder,Karjan Substation,Karjan,22.57612,73.18812,44.9,69.2,rising,4.78,53.6,72.7,239,4,2,73.5,67.8,18.7,4.6,2,Low,20,0,1,1,0.99570882247133,99.57,CRITICAL
TX-243,transformer,Anand Substation,Anand,22.59438,73.48517,42.9,61.9,rising,4.34,60.9,74.5,168,6,0,78.4,57.4,32.5,56.7,0,Low,781,0,6,1,0.9845010179958164,98.45,HIGH
CAP-133,capacitor_bank,Bharuch Substation,Bharuch,22.01222,72.92677,23.3,57.4,rising,4.33,71.3,75.5,275,6,0,50.8,75.3,20.1,0.0,0,Low,1131,0,1,0,0.03303763888675753,3.3,LOW
RCL-139,recloser,Anand Substation,Anand,22.49332,73.21665,33.6,60.5,stable,3.95,74.8,80.3,162,6,0,68.1,91.4,11.0,85.1,0,Medium,1278,0,1,1,0.9831815712366683,98.32,HIGH
FDR-200,feeder,Padra Substation,Padra,22.29854,73.39607,41.1,64.9,stable,4.88,66.2,83.8,235,3,3,23.8,49.8,20.2,27.0,3,Medium,1248,1,2,1,0.9956518208169184,99.57,CRITICAL
FDR-201,feeder,Vadodara Central Substation,Vadodara Central,22.38303,73.49396,16.0,54.2,stable,3.5,80.1,61.9,176,5,0,52.2,62.8,27.0,45.4,0,Low,20,1,1,0,0.0020111436100781277,0.2,LOW
CAP-134,capacitor_bank,Vadodara Central Substation,Vadodara Central,21.95865,73.43736,40.5,64.8,stable,3.51,70.4,43.3,79,3,0,59.4,27.9,23.9,30.3,1,Low,786,0,5,0,0.011839046452394872,1.18,LOW
FDR-202,feeder,Halol Substation,Halol,22.51571,73.08862,42.6,59.8,rising,4.53,65.3,64.5,284,5,0,25.2,51.1,23.7,79.9,0,High,2702,2,5,1,0.9953630564291713,99.54,CRITICAL
TX-244,transformer,Nadiad Substation,Nadiad,22.21138,72.97571,34.2,61.0,stable,3.93,77.5,74.2,211,9,1,47.8,29.0,13.6,106.1,2,Low,427,1,6,1,0.9688870207778654,96.89,MEDIUM
RCL-140,recloser,Baroda North Substation,Baroda North,22.12227,73.40486,44.7,67.7,rising,4.94,62.9,72.0,258,3,0,65.0,42.7,9.2,49.3,0,High,1659,0,5,1,0.995974365906505,99.6,CRITICAL
CAP-135,capacitor_bank,Anand Substation,Anand,22.23896,73.29416,22.3,54.7,stable,3.53,74.3,80.2,239,4,0,26.5,34.4,18.8,37.6,0,Medium,1204,0,3,1,0.9285448929851918,92.85,MEDIUM
TX-245,transformer,Godhra Substation,Godhra,22.32074,73.31233,27.3,65.5,rising,5.03,64.7,80.4,384,2,0,54.2,46.7,20.8,89.5,0,Low,260,1,4,1,0.9898862501975647,98.99,HIGH
TX-246,transformer,Godhra Substation,Godhra,21.99045,73.22386,12.5,63.6,rising,4.77,56.9,63.0,254,4,2,25.5,49.5,27.6,21.0,2,Medium,1207,2,3,0,0.02017078944762096,2.02,LOW
TX-247,transformer,Vadodara Central Substation,Vadodara Central,22.25105,73.37481,25.3,55.1,stable,2.85,80.4,61.1,183,6,0,27.6,66.4,13.2,52.2,0,Low,955,2,1,1,0.007359833208423335,0.74,LOW
TX-248,transformer,Anand Substation,Anand,22.50151,73.37086,6.4,54.0,stable,2.9,76.9,78.2,210,8,0,52.2,52.8,18.9,63.0,0,Medium,882,1,5,0,0.0013229347225453788,0.13,LOW
BRK-142,breaker,Nadiad Substation,Nadiad,22.21296,73.18608,21.7,55.2,rising,3.77,81.2,83.5,158,3,0,37.0,40.0,18.2,9.3,0,Low,715,0,2,1,0.9221271731982119,92.21,MEDIUM
