# Synthetic demonstration data - not real utility data.
# Model-estimated failure probability, deterministic grid impact, and priority ranking.
# This is a simplified network-impact model, not an electrical power-flow simulator.
asset_id,asset_type,criticality,failure_risk,risk_category,grid_impact,priority_score,priority_category,maintenance_days_ago,previous_failures,customers_affected_estimate,critical_facilities_estimate,neighbor_count,risk_factors,impact_factors,priority_reason
CAP-103,capacitor_bank,Low,96.72,MEDIUM,32.11,20.4966,LOW,282,0,522,0,5,Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-101,feeder,Low,69.55,MEDIUM,34.92,20.42,LOW,363,2,898,0,6,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Rising temperature trend; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-289,transformer,Low,85.83,MEDIUM,37.05,20.0852,LOW,128,0,1449,0,6,Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-159,capacitor_bank,Low,95.89,MEDIUM,29.62,19.9647,LOW,215,0,357,0,3,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-105,transformer,Low,99.47,CRITICAL,33.45,19.8011,LOW,230,0,845,0,3,Elevated temperature; Older equipment; High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-111,breaker,Low,97.94,MEDIUM,30.65,19.7076,LOW,263,0,376,0,5,High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-300,transformer,Low,99.38,HIGH,32.49,19.655,LOW,304,0,816,0,1,Older equipment; Maintenance overdue; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-275,transformer,Low,97.36,MEDIUM,31.35,19.4802,LOW,164,0,482,0,4,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-239,transformer,Low,99.38,CRITICAL,24.0,19.4596,LOW,228,2,20,1,3,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Poor oil quality; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
TX-231,transformer,Low,98.62,HIGH,28.53,19.3939,LOW,141,0,334,0,1,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-254,transformer,Low,99.56,CRITICAL,29.37,19.3743,LOW,296,0,404,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-108,capacitor_bank,Low,94.6,MEDIUM,31.83,19.3243,LOW,183,0,536,0,4,Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-152,transformer,Low,97.79,MEDIUM,28.23,19.2533,LOW,185,1,199,0,6,Elevated temperature; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-280,transformer,Low,97.97,MEDIUM,29.48,19.0554,LOW,281,0,414,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-221,feeder,Low,92.99,MEDIUM,32.21,19.0187,LOW,146,0,584,0,4,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-117,breaker,Medium,46.36,MEDIUM,48.2,18.8933,LOW,212,0,1603,1,4,Older equipment,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-127,breaker,Low,98.59,HIGH,29.37,18.7695,LOW,218,0,257,0,6,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-121,transformer,Low,97.11,MEDIUM,32.82,18.7613,LOW,195,0,733,0,3,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-158,capacitor_bank,Low,96.49,MEDIUM,29.69,18.6419,LOW,232,0,434,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-126,capacitor_bank,Low,99.77,CRITICAL,27.27,18.3061,LOW,352,1,160,0,6,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-174,feeder,Low,98.56,HIGH,23.45,17.8248,LOW,286,1,106,0,1,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-115,capacitor_bank,Low,96.3,MEDIUM,31.96,17.8167,LOW,142,0,552,0,4,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-379,transformer,Low,97.59,MEDIUM,30.37,17.6719,LOW,236,0,322,0,6,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-211,feeder,Low,97.53,MEDIUM,28.36,17.624,LOW,158,0,294,0,2,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-113,capacitor_bank,Low,90.5,MEDIUM,30.71,17.3178,LOW,82,0,499,0,2,Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-174,breaker,Low,98.13,HIGH,30.15,17.2153,LOW,158,0,482,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-122,feeder,Medium,35.9,MEDIUM,47.75,17.1764,LOW,207,0,1585,1,3,Elevated temperature; Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-210,feeder,Low,98.74,HIGH,28.35,17.1444,LOW,324,0,224,0,5,Elevated temperature; Older equipment; Maintenance overdue; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-255,transformer,Medium,46.29,MEDIUM,39.41,17.1423,LOW,270,0,1175,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-166,breaker,Low,98.53,HIGH,25.98,17.0644,LOW,318,1,157,0,3,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-385,transformer,Low,96.37,MEDIUM,27.28,16.9828,LOW,206,0,252,0,1,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-241,feeder,Low,97.97,MEDIUM,29.95,16.8784,LOW,122,0,460,0,1,Older equipment; High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-148,breaker,Low,59.36,MEDIUM,40.24,16.8505,LOW,229,1,965,1,1,Elevated temperature; Older equipment; Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-148,recloser,Low,80.61,MEDIUM,31.55,16.7998,LOW,285,1,660,0,1,Elevated temperature; Prior failures recorded; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-161,transformer,Low,99.23,HIGH,28.09,16.7159,LOW,255,0,303,0,1,High vibration; Elevated temperature; Older equipment; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-283,feeder,Low,95.25,MEDIUM,26.55,16.6577,LOW,275,0,149,0,5,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-289,feeder,Low,86.77,MEDIUM,30.29,16.5562,LOW,119,0,379,0,4,Older equipment; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-189,feeder,Low,99.16,HIGH,25.15,16.4406,LOW,278,0,130,0,3,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-149,capacitor_bank,Low,98.96,HIGH,22.82,16.0398,LOW,255,1,84,0,2,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-312,transformer,Low,98.83,HIGH,26.89,15.8253,LOW,232,0,147,0,6,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-122,breaker,Low,91.98,MEDIUM,26.55,15.7695,LOW,205,0,136,0,6,Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-273,transformer,Low,72.54,MEDIUM,31.66,15.7323,LOW,118,0,618,0,2,Elevated temperature; Rising temperature trend; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-319,feeder,Low,82.95,MEDIUM,31.27,15.5805,LOW,260,0,473,0,4,Elevated temperature; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-272,transformer,Low,69.71,MEDIUM,30.65,15.2791,LOW,281,1,493,0,2,Prior failures recorded; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-347,transformer,Low,78.76,MEDIUM,29.23,14.8404,LOW,199,0,273,0,5,Elevated temperature; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-167,feeder,Medium,32.62,MEDIUM,47.21,13.9488,LOW,141,0,1073,1,6,Elevated temperature,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-138,capacitor_bank,Low,61.63,MEDIUM,31.17,13.7296,LOW,279,0,553,0,2,Rising temperature trend; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-134,feeder,Low,99.5,CRITICAL,21.27,13.7019,LOW,214,1,59,0,2,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-214,transformer,Low,98.24,HIGH,18.2,13.4832,LOW,193,1,20,0,6,Elevated temperature; High load on asset; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-162,transformer,Low,99.68,CRITICAL,22.43,13.2364,LOW,213,0,64,0,4,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-199,feeder,Low,99.57,CRITICAL,16.2,13.193,LOW,239,2,20,0,1,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-128,breaker,Low,83.14,MEDIUM,24.07,13.0162,LOW,230,0,122,0,1,Elevated temperature; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-108,transformer,Low,97.71,MEDIUM,21.09,12.848,LOW,84,0,43,0,5,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
RCL-170,recloser,Low,58.16,MEDIUM,37.71,12.8373,LOW,177,0,546,1,1,Elevated temperature; Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-369,transformer,Low,93.95,MEDIUM,21.03,12.5597,LOW,150,0,51,0,3,High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-162,feeder,Low,99.24,HIGH,18.2,12.2026,LOW,367,1,20,0,6,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-217,breaker,Low,96.82,MEDIUM,18.2,12.1775,LOW,151,0,20,0,6,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
RCL-143,recloser,Low,99.48,CRITICAL,20.39,12.1683,LOW,256,0,44,0,3,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-264,feeder,Low,99.71,CRITICAL,17.4,11.4123,LOW,270,1,20,0,4,Elevated temperature; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-145,breaker,Low,81.97,MEDIUM,17.4,11.1403,LOW,339,1,20,0,4,Elevated temperature; Maintenance overdue; Prior failures recorded; Rising temperature trend; Poor oil quality; Elevated model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-287,feeder,Low,90.65,MEDIUM,18.2,10.7969,LOW,252,0,20,0,6,Older equipment; High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-324,feeder,Low,98.59,HIGH,18.2,10.7244,LOW,244,0,20,0,6,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
RCL-127,recloser,Low,93.85,MEDIUM,16.2,9.7733,LOW,189,0,20,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-186,feeder,Medium,24.17,MEDIUM,40.19,9.465,LOW,102,0,1673,0,1,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-185,transformer,Low,92.26,MEDIUM,17.0,9.1227,LOW,157,0,20,0,3,Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-281,feeder,Low,36.33,MEDIUM,36.41,7.4488,LOW,56,0,1254,0,6,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
TX-303,transformer,Low,26.08,MEDIUM,39.57,6.7628,LOW,257,0,694,1,3,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-292,feeder,Medium,16.85,MEDIUM,40.79,6.4533,LOW,267,0,1337,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
TX-378,transformer,Low,26.61,MEDIUM,32.07,6.4193,LOW,182,1,742,0,1,Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-121,feeder,Medium,13.59,MEDIUM,39.66,5.3651,LOW,181,0,1134,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-367,transformer,Medium,13.59,MEDIUM,39.11,5.2344,LOW,142,0,1201,0,2,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-175,feeder,Low,22.71,MEDIUM,38.88,5.2263,LOW,213,0,649,1,2,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-324,transformer,Medium,11.02,MEDIUM,40.91,4.5692,LOW,251,0,1643,0,3,Elevated temperature; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
BRK-165,breaker,Medium,10.55,MEDIUM,41.64,4.5263,LOW,313,1,2119,0,2,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Poor oil quality,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
CAP-155,capacitor_bank,Medium,9.44,MEDIUM,52.97,4.4924,LOW,115,0,887,2,5,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-375,transformer,High,5.27,LOW,61.88,4.1056,LOW,223,0,2189,2,6,Elevated temperature; Older equipment; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-198,breaker,Low,21.8,MEDIUM,31.01,3.9475,LOW,169,0,446,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-140,feeder,Medium,9.43,MEDIUM,40.51,3.881,LOW,261,0,1645,0,2,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
BRK-155,breaker,Medium,11.1,MEDIUM,38.87,3.8568,LOW,95,0,867,0,5,High vibration; Elevated temperature; Older equipment; High load on asset; Poor oil quality,-,Low failure risk and limited grid impact -> LOW priority
TX-299,transformer,High,5.79,LOW,53.85,3.8368,LOW,141,0,2486,1,2,Elevated temperature; Older equipment; Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-112,transformer,Medium,8.24,LOW,54.85,3.7787,LOW,175,0,1621,2,3,Elevated temperature; Older equipment,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-200,transformer,Medium,10.69,MEDIUM,37.91,3.658,LOW,130,0,1003,0,1,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
RCL-157,recloser,Medium,7.27,LOW,48.91,3.5277,LOW,168,0,1881,1,4,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-131,capacitor_bank,High,5.57,LOW,53.46,3.4137,LOW,187,0,1903,1,4,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-282,feeder,High,3.65,LOW,61.75,3.336,LOW,299,3,2122,2,6,Elevated temperature; Older equipment; Prior failures recorded,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-216,feeder,High,3.99,LOW,73.4,3.2804,LOW,104,0,1641,4,3,-,High downstream customer count; Multiple critical facilities (4); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-306,feeder,High,4.08,LOW,66.97,3.2113,LOW,269,0,1867,3,3,Elevated temperature; Older equipment,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-153,breaker,High,5.45,LOW,52.46,3.0197,LOW,211,0,1519,1,4,Elevated temperature,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-139,capacitor_bank,Medium,8.7,LOW,39.24,2.9362,LOW,269,0,1235,0,2,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-242,feeder,Low,28.55,MEDIUM,17.0,2.8757,LOW,216,0,20,0,3,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-235,feeder,High,4.24,LOW,54.41,2.837,LOW,135,1,2353,1,4,Elevated temperature; Older equipment; Prior failures recorded,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-303,feeder,High,4.12,LOW,59.42,2.8154,LOW,197,0,1974,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-268,feeder,High,3.3,LOW,67.07,2.7843,LOW,226,1,1742,3,4,Elevated temperature; Older equipment; Prior failures recorded,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-110,breaker,High,3.69,LOW,54.77,2.7729,LOW,273,1,2132,1,6,High vibration; Elevated temperature; High load on asset; Prior failures recorded; Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-146,transformer,Low,21.42,MEDIUM,17.4,2.6375,LOW,240,0,20,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-107,transformer,Low,23.05,MEDIUM,17.0,2.5724,LOW,263,0,20,0,3,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
TX-256,transformer,Medium,6.27,LOW,40.53,2.5724,LOW,247,0,1378,0,4,Elevated temperature; Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-279,feeder,High,3.16,LOW,59.71,2.5052,LOW,131,1,2105,2,1,Older equipment; Prior failures recorded; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-193,transformer,Low,20.47,MEDIUM,16.2,2.3511,LOW,248,0,20,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-180,feeder,Medium,5.58,LOW,41.64,2.3464,LOW,238,0,1618,0,5,Elevated temperature; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
BRK-133,breaker,High,3.93,LOW,47.25,2.3322,LOW,218,0,2078,0,5,Older equipment; Rising temperature trend,High downstream customer count; High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-145,capacitor_bank,Medium,4.01,LOW,55.59,2.2635,LOW,253,0,1602,2,5,Elevated temperature; Older equipment; Rising temperature trend,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-232,feeder,High,2.78,LOW,62.39,2.2132,LOW,281,0,2454,2,6,Older equipment; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-252,transformer,Medium,5.36,LOW,45.2,2.2114,LOW,165,0,1071,1,1,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-361,transformer,Low,9.76,MEDIUM,33.41,2.1786,LOW,325,0,173,1,3,Elevated temperature; Older equipment; Maintenance overdue,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-288,feeder,Medium,5.29,LOW,40.92,2.1622,LOW,195,0,1377,0,5,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-259,feeder,Medium,4.7,LOW,48.33,2.1022,LOW,218,0,1379,1,6,Elevated temperature; Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-113,transformer,Low,9.41,LOW,33.67,2.0932,LOW,285,0,741,0,5,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-218,feeder,High,2.88,LOW,61.05,2.0197,LOW,189,0,2846,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-288,transformer,High,2.72,LOW,60.75,2.0195,LOW,114,1,2428,2,2,Elevated temperature; Older equipment; Prior failures recorded,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-179,breaker,Low,7.23,LOW,38.34,1.9407,LOW,200,0,480,1,4,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-354,transformer,Medium,4.4,LOW,41.35,1.9197,LOW,109,1,1661,0,4,Elevated temperature; Prior failures recorded; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-373,transformer,High,2.72,LOW,61.45,1.916,LOW,182,0,2377,2,4,Older equipment,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
RCL-108,recloser,Medium,4.44,LOW,38.81,1.8489,LOW,175,1,1026,0,3,Elevated temperature; Older equipment; High load on asset; Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-246,feeder,Medium,3.95,LOW,47.18,1.8333,LOW,137,0,1275,1,4,Older equipment; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-131,transformer,High,2.55,LOW,66.77,1.7888,LOW,193,0,1952,3,2,Older equipment,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-142,capacitor_bank,High,2.23,LOW,69.68,1.781,LOW,187,0,2867,3,5,Older equipment,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-260,feeder,Medium,3.45,LOW,55.45,1.7597,LOW,192,0,1696,2,4,Older equipment,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-371,transformer,Medium,4.07,LOW,46.49,1.7286,LOW,171,1,999,1,5,Elevated temperature; Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-169,breaker,Medium,3.72,LOW,54.63,1.6977,LOW,171,0,1542,2,3,-,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-187,breaker,High,1.95,LOW,73.25,1.6494,LOW,218,0,1587,4,3,-,High downstream customer count; Multiple critical facilities (4); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-259,transformer,Low,9.33,LOW,27.98,1.5557,LOW,234,0,295,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-222,feeder,Medium,3.49,LOW,47.01,1.5169,LOW,208,0,1228,1,4,Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-113,breaker,Medium,3.99,LOW,44.21,1.5031,LOW,238,0,597,1,5,Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-164,feeder,Low,7.16,LOW,34.35,1.4486,LOW,199,0,790,0,6,Elevated temperature; Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-153,feeder,Medium,3.68,LOW,42.37,1.4452,LOW,220,0,1745,0,6,Elevated temperature; Older equipment,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
FDR-243,feeder,Medium,3.33,LOW,40.28,1.4367,LOW,167,1,1304,0,4,Elevated temperature; Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-295,feeder,High,1.73,LOW,66.69,1.4271,LOW,165,0,1914,3,2,Elevated temperature; Older equipment; Rising temperature trend,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-122,capacitor_bank,High,2.23,LOW,55.31,1.4141,LOW,184,1,2411,1,6,Elevated temperature; Prior failures recorded,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-220,transformer,Low,12.31,MEDIUM,16.2,1.4042,LOW,221,0,20,0,1,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-116,feeder,Medium,3.63,LOW,39.68,1.375,LOW,330,0,1363,0,2,Elevated temperature; Older equipment; Maintenance overdue,-,Low failure risk and limited grid impact -> LOW priority
CAP-151,capacitor_bank,Medium,3.76,LOW,38.43,1.3685,LOW,299,0,1030,0,2,Elevated temperature; Older equipment,-,Low failure risk and limited grid impact -> LOW priority
TX-365,transformer,Low,6.38,LOW,30.99,1.3683,LOW,154,0,582,0,1,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-126,feeder,High,1.97,LOW,59.36,1.3589,LOW,240,0,1485,2,4,High load on asset,Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-156,capacitor_bank,Medium,4.32,LOW,34.23,1.3507,LOW,168,0,400,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-293,feeder,Medium,3.58,LOW,38.57,1.3028,LOW,288,0,1162,0,1,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
RCL-112,recloser,High,1.52,LOW,69.25,1.299,LOW,146,1,2600,3,5,Elevated temperature; Prior failures recorded,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-144,capacitor_bank,High,1.76,LOW,52.43,1.289,LOW,346,1,1978,1,1,Maintenance overdue; Prior failures recorded; Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-197,transformer,Low,5.89,LOW,33.47,1.2857,LOW,239,0,929,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
TX-246,transformer,Medium,2.02,LOW,53.53,1.2659,LOW,254,2,1207,2,3,Elevated temperature; Prior failures recorded; Rising temperature trend,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-382,transformer,Medium,3.19,LOW,41.23,1.2022,LOW,177,0,1615,0,4,Elevated temperature; Older equipment,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
CAP-165,capacitor_bank,High,2.01,LOW,50.91,1.163,LOW,155,0,1284,1,2,-,Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-151,transformer,Medium,2.48,LOW,46.81,1.1382,LOW,122,0,1285,1,3,Older equipment; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-170,capacitor_bank,Low,10.41,MEDIUM,16.6,1.1001,LOW,156,0,20,0,2,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
CAP-118,capacitor_bank,Medium,2.15,LOW,53.9,1.0772,LOW,229,0,1433,2,2,Elevated temperature,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-256,feeder,Medium,3.12,LOW,40.65,1.0757,LOW,218,0,1185,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-216,transformer,High,1.47,LOW,66.35,1.0451,LOW,257,0,1943,3,1,-,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
